REG_NO,RATING,NUMBER,NAME,STREET1,STREET2,TOWN,COUNTY,TOWNLAND,BUILDINGTYPE,DATEFROM,DATETO,COMPOSITION,APPRAISAL,LINK_WEBRECORD,LINK_WEBIMAGE,LONG,LAT
11318004,Regional,,Drummanagh Martello Tower,,,Lusk,Dublin,DRUMANAGH,martello tower,1800,1810,"Martello tower, c.1805, on a circular plan with tapered profile, having machicolation supported by brackets over former entrance door.ROOF: Corbelled stone with stone coping to parapet. WALLS: Lime render over limestone rubble. OPENINGS: Square headed f",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11318004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11318004_1.jpg,-6.0781031514946,53.5406183769319
11318005,Regional,,Loughshinney Boathouse,,,Loughshinney,Dublin,LOUGHSHINNY,boathouse,1840,1880,"Detached single-bay single-storey gable-fronted boathouse, c.1860, with snecked rock faced limestone walls.ROOF: Double pitched; terracotta ridge tiles; limestone coping to gables. WALLS: Snecked & tooled, rockfaced limestone. OPENINGS: Segmental headed",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11318005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11318005_1.jpg,-6.0804143201982,53.5468829326418
11318006,Regional,,Harbour View,Drumanagh Cliffs,,Loughshinny,Dublin,LOUGHSHINNY,house,1800,1900,"Terraced three-bay single-storey thatched house, c.1850, with gable-fronted projecting entrance porch.  Single-storey flat-roofed extension to rear, c.1970.ROOF: Double pitched thatched roof with a nap rendered chimney stack to gable ends. WALLS: Nap re",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11318006,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11318006_1.jpg,-6.08020408353061,53.5471940722643
11318007,Regional,,Loughshinny Pier,,,Loughshinny,Dublin,LOUGHSHINNY,harbour/dock/port,1800,1860,"Dressed limestone and granite pier, c.1830, with nap rendered wall and granite steps.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11318007,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11318007_1.jpg,-6.07934419511837,53.5461917795129
11318008,National,,Baldongan Church,,,,Dublin,BALDONGAN,church/chapel,1300,1400,"Detached rubble stone church, c.1450, with square profile tower and six bays to side elevation, now in ruins.  Set in graveyard with various cut stone grave markers.WALLS: Coursed rubble limestone; lime mortar pointing. OPENINGS: Gothic arched openings.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11318008,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11318008_1.jpg,-6.12879733539585,53.5531406355289
11319001,Regional,,Ballymadun House,,,Ballymadun,Dublin,BALLYMADUN,house,1870,1880,"Detached six-bay two-storey house, c.1875, with three-bay two-storey extension to rear. Set back from the street with front garden, gravel footpath, lime rendered castellated wall with limestone coping and a yellow wash; square profiled gate piers and cas",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11319001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11319001_1.jpg,-6.39529889673698,53.5336701112983
11319003,Regional,,Saint Joseph's Roman Catholic Church,,,Ballymadun,Dublin,BALLYMADUN,church/chapel,1870,1880,"Detached single-cell gable-fronted Roman Catholic church, built 1874.  Four-bay side elevation, having single-bay porch and single-bay sacristy with extensions.ROOF:Double pitched; slate; cast-iron rainwater goods; tall nap rendered chimney stack to sac",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11319003,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11319003_1.jpg,-6.39480979629223,53.5330435278786
11319004,National,,Ballymadun Graveyard,,,Ballymadun,Dublin,GLEBE (BA. W BY.) GARRISTOWN ED,graveyard/cemetery,1550,1650,"Graveyard, with various cut stone grave markers from c.1600 to present.  Rubble stone church, now in ruins.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11319004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11319004_1.jpg,-6.39800314018747,53.5327539003779
11319005,Regional,,,,,Ballymadun,Dublin,BALLYMADUN,house,1700,1800,"Detached five-bay single-storey former thatched house, c.1750, with projecting entrance porch, now vacant.ROOF: Half-hipped corrugated-iron, originally thatched with a centrally placed red brick and rough cast rendered chimney stack; pitched porch roof;",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11319005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11319005_1.jpg,-6.39625575761007,53.5334942536546
11320001,Regional,,Wyanstown Courtyard,,,,Dublin,WYANSTOWN,farmyard complex,1720,1760,"Three ranges of farm buildings, c. 1740, set around a gravelled courtyard.  Nine-bay single-storey range to north-east having central two-storey entrance pavilion with integral carriageway arch.  Nine-bay two-storey range attached to south-east.  Four-bay",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11320001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11320001_1.jpg,-6.31960692352565,53.5391625916425
11320002,Regional,,Cottrelstown House,,,,Dublin,COTTRELSTOWN,house,1840,1860,"Detached three-bay two-storey house, c.1850, with canted bay windows to side elevations. Rubble stone outbuilding to rear.ROOF: M-profile hipped slate roof with terracotta ridge tiles and two nap rendered chimney stacks with terracotta pots. WALLS: Roug",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11320002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11320002_1.jpg,-6.33583363758224,53.5369724331149
11320003,Regional,,Clonmethan Glebe,,,,Dublin,GLEBE (BA. W BY.) CLONMETHAN ED,house,1815,1820,"Detached three-bay two-storey over basement house, built 1817, with projecting three-bay gable-fronted entrance porch.  Courtyard bounded by two outbuildings to left-hand side.ROOF: Hipped slate roof with terracotta ridge tiles and overhanging eaves, tw",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11320003,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11320003_1.jpg,-6.32243206810494,53.5299019440377
11320004,Regional,,Saint Mary's Church of Ireland Church,,,,Dublin,GLEBE (BA. W BY.) CLONMETHAN ED,church/chapel,1780,1820,"Detached single-cell Board of First Fruits Church of Ireland church, c.1800, with three-stage castellated tower and three-bay side elevation having single-bay entrance porch to side.  Now roofless. Set in graveyard with various cut stone grave markers, c.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11320004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11320004_1.jpg,-6.32386810925949,53.529436856799
11320005,Regional,,,,,,Dublin,GLEBE (BA. W BY.) CLONMETHAN ED,post box,1900,1910,"Wall-mounted cast-iron post box, c.1905, with 'ER VII' monogram.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11320005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11320005_1.jpg,-6.32421674483939,53.5290104256071
11320007,Regional,,Oldtown Bridge,,,Oldtown,Dublin,OLDTOWN (BA. W BY.),bridge,1880,1920,"Single-span coursed rubble stone road bridge over river, c.1900, with lintel-headed opening and curved concrete capping to parapet.  Plaque inscribed 'In remembrance of Mary Adrian and Comrades, late Old I.R.A. Fingal Bridge 1916 - 1921'.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11320007,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11320007_1.jpg,-6.31554897474432,53.5239733163785
11320008,Regional,,Oldtown House,,,Oldtown,Dublin,OLDTOWN (BA. W BY.),house,1840,1860,"Detached three-bay two-storey house, c.1850, with two-storey return to rear, retaining original door.ROOF :Hipped; slate; terracotta ridge tiles; two rendered and corniced chimney stacks; cast-iron rainwater goods. WALLS: Roughcast lime render; exposed ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11320008,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11320008_1.jpg,-6.31655919535557,53.524355970463
11320009,Regional,,P. Archer,,,Oldtown,Dublin,OLDTOWN (BA. W BY.),house,1850,1890,"Detached three-bay two-storey rubble limestone house, c.1870, with gable-fronted projecting entrance porch.  Timber lean-to conservatory to left-hand side, c.1985.  Three-bay two-storey adjoining shop, c.1940, to right-hand side.ROOF: M-profile; slate; ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11320009,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11320009_1.jpg,-6.31578155469209,53.5241922546992
11320010,Regional,,,,,Oldtown,Dublin,OLDTOWN (BA. W BY.),water pump,1890,1920,"Cast-iron water pump, c.1910, of square profile with a curved handle. Inscription ""Balrothery District Council""",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11320010,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11320010_1.jpg,-6.31544668537588,53.5238910018796
11320011,Regional,,Oldtown Hall,,,Oldtown,Dublin,OLDTOWN (BA. W BY.),hall,1870,1890,"Detached gabled-fronted single-bay single-storey corrugated-iron hall, c.1880, with gable-fronted projecting entrance porch and four-bay side elevation.  Outdoor toilets to site.ROOF: Double pitched corrugated iron with carved barge boards and finials. ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11320011,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11320011_1.jpg,-6.31594402858813,53.5238980112601
11320012,Regional,,Oldtown Roman Catholic Church,,,Oldtown,Dublin,OLDTOWN (BA. W BY.),church/chapel,1960,1965,"Detached gable-fronted Roman Catholic church, built 1962, with seven-bay side elevation and apse to rear.  Detached square profile bell tower.ROOF: Double pitched; green tiled overhang; cast-iron rainwater goods; timber barge boards; double pitched gree",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11320012,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11320012_1.jpg,-6.31455580612653,53.5227821667338
11320013,Regional,,Oldtown Presbytery,,,Oldtown,Dublin,OLDTOWN (BA. W BY.),presbytery/parochial/curate's house,1860,1880,"Detached three-bay single-storey presbytery, c.1870, with uPVC gable-fronted projecting entrance porch.  Flat-roofed extension to rear, c.1970.  Detached three-bay single-storey outbuilding, c.1870 to rear.ROOF: U-shaped slate roof with terracotta tiled",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11320013,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11320013_1.jpg,-6.31558472315737,53.5234526403942
11320014,Regional,,Jordanstown House,,,,Dublin,JORDANSTOWN (BA. E BY.),house,1840,1860,"Detached three-bay two-storey house, c.1850, with gable-fronted projecting entrance porch.  Retaining original fenestration.   Farmyard complex, c.1850, to north.ROOF: Hipped overhanging slate roof with nap rendered chimney stacks and clay  pots. WALLS:",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11320014,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11320014_1.jpg,-6.34200665267198,53.5237592263125
11321001,National,,Ballyboghil Graveyard,,,Ballyboghil,Dublin,BALLYBOGHIL,church/chapel,1500,1600,"Detached single-cell sixteenth-century church with four-bay side elevation and triple bellcote to rear, now in ruins.  Set in graveyard with various cut stone grave markers, c.1600 to present.ROOF: Formerly double pitched roof; coursed rubble bellcote r",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11321001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11321001_1.jpg,-6.27016043529203,53.5239539570571
11321002,Regional,,,,,Ballyboghil,Dublin,CARNHILL,water pump,1880,1920,"Cast-iron water pump, c.1900, of square profile with a curved handle.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11321002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11321002_1.jpg,-6.26790811039736,53.5222409671533
11321004,Regional,,,Main Street,,Ballyboghil,Dublin,GRANGE (BA. W BY.),house,1800,1840,"Detached single-bay two-storey rubble stone outbuilding, c.1850.   Three-bay single-storey thatched extension, c.1980, added to left-hand side.ROOF:Hipped slate roof; terracotta ridge tiles; double pitched; thatched to extension. WALLS: Nap rendered, co",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11321004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11321004_1.jpg,-6.26776213606369,53.5217536115582
11321005,Regional,,Church of the Assumption,Main Street,,Ballyboghil,Dublin,GRANGE (BA. W BY.),church/chapel,1830,1840,"Detached gable-fronted single-cell Roman Catholic church, built 1836, with single-bay two-stage tower adjoining to left-hand side.  Three-bays to side elevation with single-bay single-storey sacristy, c.1980. Plaque to church gable reads: ""This temple was",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11321005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11321005_1.jpg,-6.26768964334441,53.5209438276872
11321008,Regional,,,,,Ballyboghil,Dublin,GRANGE (BA. W BY.),house,1750,1850,"Detached four-bay single-storey thatched house, c.1800, with a projecting entrance porch.  Single-bay extension to right-hand side, c.1920.  Outbuildings to rear.ROOF: Hipped thatch roof to original four-bays and corrugated iron to extension; nap render",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11321008,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11321008_1.jpg,-6.27611281346369,53.5173724234489
11321009,Regional,,Murragh House,,,,Dublin,MURRAGH,house,1870,1910,"Detached three-bay two-storey house, c.1890.  Projecting left-bay with bay window to ground floor and central projecting entrance porch.  Glazed corridor linking house and single-storey extension to rear, c.1955.ROOF: L-shaped plan hipped; sprocketed; s",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11321009,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11321009_1.jpg,-6.28662283613409,53.5248111404346
11321010,National,,,,,,Dublin,WESTPALSTOWN,graveyard/cemetery,1600,1700,"Graveyard with various cut stone grave markers from c.1650 to present.  Church, c.1650, now in ruins.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11321010,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11321010_1.jpg,-6.29968491907023,53.52774737223
11321011,Regional,,Clonswords  House,,,Ballyboghil,Dublin,CLONSWORDS,house,1840,1860,"Detached three-bay two-storey house, c.1850, with adjoining outbuilding to right-hand side.  Timber conservatory to left-hand side and two-storey extension to rear, c.1990.   Farm complex to rear.ROOF: Hipped slate roof with terracotta ridge tiles, two ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11321011,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11321011_1.jpg,-6.27150969818116,53.5330312734321
